,corr
HighChol^0.0 *MentHlth^1.0,0.07015554605876485
HighChol^0.0 *PhysHlth^1.0,0.171573157394581
HighChol^0.0 *DiffWalk^1.0,0.21861801502200567
HighChol^0.0 *Sex^1.0,0.030865951891439092
HighChol^0.0 *Age^1.0,0.17662818944030748
HighChol^0.0 *Education^1.0,-0.12421168488081516
HighChol^0.0 *Income^1.0,-0.16375221077697313
CholCheck^0.0 *BMI^1.0,0.2172404401133992
CholCheck^0.0 *Smoker^1.0,0.06090449144276031
CholCheck^0.0 *Stroke^1.0,0.10720093269347866
CholCheck^0.0 *HeartDiseaseorAttack^1.0,0.17753587741231272
CholCheck^0.0 *PhysActivity^1.0,-0.11860061345170439
CholCheck^0.0 *Fruits^1.0,-0.04088511400964798
CholCheck^0.0 *Veggies^1.0,-0.057173495053097406
CholCheck^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
CholCheck^0.0 *AnyHealthcare^1.0,0.015492143143273709
CholCheck^0.0 *NoDocbcCost^1.0,0.032387668366217905
CholCheck^0.0 *GenHlth^1.0,0.2935166086883571
CholCheck^0.0 *MentHlth^1.0,0.07015554605876485
CholCheck^0.0 *PhysHlth^1.0,0.171573157394581
CholCheck^0.0 *DiffWalk^1.0,0.21861801502200567
CholCheck^0.0 *Sex^1.0,0.030865951891439092
CholCheck^0.0 *Age^1.0,0.17662818944030748
CholCheck^0.0 *Education^1.0,-0.12421168488081516
CholCheck^0.0 *Income^1.0,-0.16375221077697313
BMI^0.0 *Smoker^1.0,0.06090449144276031
BMI^0.0 *Stroke^1.0,0.10720093269347866
BMI^0.0 *HeartDiseaseorAttack^1.0,0.17753587741231272
BMI^0.0 *PhysActivity^1.0,-0.11860061345170439
BMI^0.0 *Fruits^1.0,-0.04088511400964798
BMI^0.0 *Veggies^1.0,-0.057173495053097406
BMI^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
BMI^0.0 *AnyHealthcare^1.0,0.015492143143273709
BMI^0.0 *NoDocbcCost^1.0,0.032387668366217905
BMI^0.0 *GenHlth^1.0,0.2935166086883571
BMI^0.0 *MentHlth^1.0,0.07015554605876485
BMI^0.0 *PhysHlth^1.0,0.171573157394581
BMI^0.0 *DiffWalk^1.0,0.21861801502200567
BMI^0.0 *Sex^1.0,0.030865951891439092
BMI^0.0 *Age^1.0,0.17662818944030748
BMI^0.0 *Education^1.0,-0.12421168488081516
BMI^0.0 *Income^1.0,-0.16375221077697313
Smoker^0.0 *Stroke^1.0,0.10720093269347866
Smoker^0.0 *HeartDiseaseorAttack^1.0,0.17753587741231272
Smoker^0.0 *PhysActivity^1.0,-0.11860061345170439
Smoker^0.0 *Fruits^1.0,-0.04088511400964798
Smoker^0.0 *Veggies^1.0,-0.057173495053097406
Smoker^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
Smoker^0.0 *AnyHealthcare^1.0,0.015492143143273709
Smoker^0.0 *NoDocbcCost^1.0,0.032387668366217905
Smoker^0.0 *GenHlth^1.0,0.2935166086883571
Smoker^0.0 *MentHlth^1.0,0.07015554605876485
Smoker^0.0 *PhysHlth^1.0,0.171573157394581
Smoker^0.0 *DiffWalk^1.0,0.21861801502200567
Smoker^0.0 *Sex^1.0,0.030865951891439092
Smoker^0.0 *Age^1.0,0.17662818944030748
Smoker^0.0 *Education^1.0,-0.12421168488081516
Smoker^0.0 *Income^1.0,-0.16375221077697313
Stroke^0.0 *HeartDiseaseorAttack^1.0,0.17753587741231272
Stroke^0.0 *PhysActivity^1.0,-0.11860061345170439
Stroke^0.0 *Fruits^1.0,-0.04088511400964798
Stroke^0.0 *Veggies^1.0,-0.057173495053097406
Stroke^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
Stroke^0.0 *AnyHealthcare^1.0,0.015492143143273709
Stroke^0.0 *NoDocbcCost^1.0,0.032387668366217905
Stroke^0.0 *GenHlth^1.0,0.2935166086883571
Stroke^0.0 *MentHlth^1.0,0.07015554605876485
Stroke^0.0 *PhysHlth^1.0,0.171573157394581
Stroke^0.0 *DiffWalk^1.0,0.21861801502200567
Stroke^0.0 *Sex^1.0,0.030865951891439092
Stroke^0.0 *Age^1.0,0.17662818944030748
Stroke^0.0 *Education^1.0,-0.12421168488081516
Stroke^0.0 *Income^1.0,-0.16375221077697313
HeartDiseaseorAttack^0.0 *PhysActivity^1.0,-0.11860061345170439
HeartDiseaseorAttack^0.0 *Fruits^1.0,-0.04088511400964798
HeartDiseaseorAttack^0.0 *Veggies^1.0,-0.057173495053097406
HeartDiseaseorAttack^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
HeartDiseaseorAttack^0.0 *AnyHealthcare^1.0,0.015492143143273709
HeartDiseaseorAttack^0.0 *NoDocbcCost^1.0,0.032387668366217905
HeartDiseaseorAttack^0.0 *GenHlth^1.0,0.2935166086883571
HeartDiseaseorAttack^0.0 *MentHlth^1.0,0.07015554605876485
HeartDiseaseorAttack^0.0 *PhysHlth^1.0,0.171573157394581
HeartDiseaseorAttack^0.0 *DiffWalk^1.0,0.21861801502200567
HeartDiseaseorAttack^0.0 *Sex^1.0,0.030865951891439092
HeartDiseaseorAttack^0.0 *Age^1.0,0.17662818944030748
HeartDiseaseorAttack^0.0 *Education^1.0,-0.12421168488081516
HeartDiseaseorAttack^0.0 *Income^1.0,-0.16375221077697313
PhysActivity^0.0 *Fruits^1.0,-0.04088511400964798
PhysActivity^0.0 *Veggies^1.0,-0.057173495053097406
PhysActivity^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
PhysActivity^0.0 *AnyHealthcare^1.0,0.015492143143273709
PhysActivity^0.0 *NoDocbcCost^1.0,0.032387668366217905
PhysActivity^0.0 *GenHlth^1.0,0.2935166086883571
PhysActivity^0.0 *MentHlth^1.0,0.07015554605876485
PhysActivity^0.0 *PhysHlth^1.0,0.171573157394581
PhysActivity^0.0 *DiffWalk^1.0,0.21861801502200567
PhysActivity^0.0 *Sex^1.0,0.030865951891439092
PhysActivity^0.0 *Age^1.0,0.17662818944030748
PhysActivity^0.0 *Education^1.0,-0.12421168488081516
PhysActivity^0.0 *Income^1.0,-0.16375221077697313
Fruits^0.0 *Veggies^1.0,-0.057173495053097406
Fruits^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
Fruits^0.0 *AnyHealthcare^1.0,0.015492143143273709
Fruits^0.0 *NoDocbcCost^1.0,0.032387668366217905
Fruits^0.0 *GenHlth^1.0,0.2935166086883571
Fruits^0.0 *MentHlth^1.0,0.07015554605876485
Fruits^0.0 *PhysHlth^1.0,0.171573157394581
Fruits^0.0 *DiffWalk^1.0,0.21861801502200567
Fruits^0.0 *Sex^1.0,0.030865951891439092
Fruits^0.0 *Age^1.0,0.17662818944030748
Fruits^0.0 *Education^1.0,-0.12421168488081516
Fruits^0.0 *Income^1.0,-0.16375221077697313
Veggies^0.0 *HvyAlcoholConsump^1.0,-0.05665587109677613
Veggies^0.0 *AnyHealthcare^1.0,0.015492143143273709
Veggies^0.0 *NoDocbcCost^1.0,0.032387668366217905
Veggies^0.0 *GenHlth^1.0,0.2935166086883571
Veggies^0.0 *MentHlth^1.0,0.07015554605876485
Veggies^0.0 *PhysHlth^1.0,0.171573157394581
Veggies^0.0 *DiffWalk^1.0,0.21861801502200567
Veggies^0.0 *Sex^1.0,0.030865951891439092
Veggies^0.0 *Age^1.0,0.17662818944030748
Veggies^0.0 *Education^1.0,-0.12421168488081516
Veggies^0.0 *Income^1.0,-0.16375221077697313
HvyAlcoholConsump^0.0 *AnyHealthcare^1.0,0.015492143143273709
HvyAlcoholConsump^0.0 *NoDocbcCost^1.0,0.032387668366217905
HvyAlcoholConsump^0.0 *GenHlth^1.0,0.2935166086883571
HvyAlcoholConsump^0.0 *MentHlth^1.0,0.07015554605876485
HvyAlcoholConsump^0.0 *PhysHlth^1.0,0.171573157394581
HvyAlcoholConsump^0.0 *DiffWalk^1.0,0.21861801502200567
HvyAlcoholConsump^0.0 *Sex^1.0,0.030865951891439092
HvyAlcoholConsump^0.0 *Age^1.0,0.17662818944030748
HvyAlcoholConsump^0.0 *Education^1.0,-0.12421168488081516
HvyAlcoholConsump^0.0 *Income^1.0,-0.16375221077697313
AnyHealthcare^0.0 *NoDocbcCost^1.0,0.032387668366217905
AnyHealthcare^0.0 *GenHlth^1.0,0.2935166086883571
AnyHealthcare^0.0 *MentHlth^1.0,0.07015554605876485
AnyHealthcare^0.0 *PhysHlth^1.0,0.171573157394581
AnyHealthcare^0.0 *DiffWalk^1.0,0.21861801502200567
AnyHealthcare^0.0 *Sex^1.0,0.030865951891439092
AnyHealthcare^0.0 *Age^1.0,0.17662818944030748
AnyHealthcare^0.0 *Education^1.0,-0.12421168488081516
AnyHealthcare^0.0 *Income^1.0,-0.16375221077697313
NoDocbcCost^0.0 *GenHlth^1.0,0.2935166086883571
NoDocbcCost^0.0 *MentHlth^1.0,0.07015554605876485
NoDocbcCost^0.0 *PhysHlth^1.0,0.171573157394581
NoDocbcCost^0.0 *DiffWalk^1.0,0.21861801502200567
NoDocbcCost^0.0 *Sex^1.0,0.030865951891439092
NoDocbcCost^0.0 *Age^1.0,0.17662818944030748
NoDocbcCost^0.0 *Education^1.0,-0.12421168488081516
NoDocbcCost^0.0 *Income^1.0,-0.16375221077697313
GenHlth^0.0 *MentHlth^1.0,0.07015554605876485
GenHlth^0.0 *PhysHlth^1.0,0.171573157394581
GenHlth^0.0 *DiffWalk^1.0,0.21861801502200567
GenHlth^0.0 *Sex^1.0,0.030865951891439092
GenHlth^0.0 *Age^1.0,0.17662818944030748
GenHlth^0.0 *Education^1.0,-0.12421168488081516
GenHlth^0.0 *Income^1.0,-0.16375221077697313
MentHlth^0.0 *PhysHlth^1.0,0.171573157394581
MentHlth^0.0 *DiffWalk^1.0,0.21861801502200567
MentHlth^0.0 *Sex^1.0,0.030865951891439092
MentHlth^0.0 *Age^1.0,0.17662818944030748
MentHlth^0.0 *Education^1.0,-0.12421168488081516
MentHlth^0.0 *Income^1.0,-0.16375221077697313
PhysHlth^0.0 *DiffWalk^1.0,0.21861801502200567
PhysHlth^0.0 *Sex^1.0,0.030865951891439092
PhysHlth^0.0 *Age^1.0,0.17662818944030748
PhysHlth^0.0 *Education^1.0,-0.12421168488081516
PhysHlth^0.0 *Income^1.0,-0.16375221077697313
DiffWalk^0.0 *Sex^1.0,0.030865951891439092
DiffWalk^0.0 *Age^1.0,0.17662818944030748
DiffWalk^0.0 *Education^1.0,-0.12421168488081516
DiffWalk^0.0 *Income^1.0,-0.16375221077697313
Sex^0.0 *Age^1.0,0.17662818944030748
Sex^0.0 *Education^1.0,-0.12421168488081516
Sex^0.0 *Income^1.0,-0.16375221077697313
Age^0.0 *Education^1.0,-0.12421168488081516
Age^0.0 *Income^1.0,-0.16375221077697313
Education^0.0 *Income^1.0,-0.16375221077697313
HighBP^0.0 *HighChol^1.5,0.20092264570911875
HighBP^0.0 *CholCheck^1.5,0.0657114115432358
HighBP^0.0 *BMI^1.5,0.2053812024747296
HighBP^0.0 *Smoker^1.5,0.06090449144276031
HighBP^0.0 *Stroke^1.5,0.10720093269347866
HighBP^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
HighBP^0.0 *PhysActivity^1.5,-0.11860061345170439
HighBP^0.0 *Fruits^1.5,-0.04088511400964798
HighBP^0.0 *Veggies^1.5,-0.057173495053097406
HighBP^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
HighBP^0.0 *AnyHealthcare^1.5,0.015492143143273709
HighBP^0.0 *NoDocbcCost^1.5,0.032387668366217905
HighBP^0.0 *GenHlth^1.5,0.2965317912318715
HighBP^0.0 *MentHlth^1.5,0.07047829849098396
HighBP^0.0 *PhysHlth^1.5,0.16348898178613722
HighBP^0.0 *DiffWalk^1.5,0.21861801502200567
HighBP^0.0 *Sex^1.5,0.030865951891439092
HighBP^0.0 *Age^1.5,0.1727484328169949
HighBP^0.0 *Education^1.5,-0.12362442685728015
HighBP^0.0 *Income^1.5,-0.1651683596320905
HighChol^0.0 *CholCheck^1.5,0.0657114115432358
HighChol^0.0 *BMI^1.5,0.2053812024747296
HighChol^0.0 *Smoker^1.5,0.06090449144276031
HighChol^0.0 *Stroke^1.5,0.10720093269347866
HighChol^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
HighChol^0.0 *PhysActivity^1.5,-0.11860061345170439
HighChol^0.0 *Fruits^1.5,-0.04088511400964798
HighChol^0.0 *Veggies^1.5,-0.057173495053097406
HighChol^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
HighChol^0.0 *AnyHealthcare^1.5,0.015492143143273709
HighChol^0.0 *NoDocbcCost^1.5,0.032387668366217905
HighChol^0.0 *GenHlth^1.5,0.2965317912318715
HighChol^0.0 *MentHlth^1.5,0.07047829849098396
HighChol^0.0 *PhysHlth^1.5,0.16348898178613722
HighChol^0.0 *DiffWalk^1.5,0.21861801502200567
HighChol^0.0 *Sex^1.5,0.030865951891439092
HighChol^0.0 *Age^1.5,0.1727484328169949
HighChol^0.0 *Education^1.5,-0.12362442685728015
HighChol^0.0 *Income^1.5,-0.1651683596320905
CholCheck^0.0 *BMI^1.5,0.2053812024747296
CholCheck^0.0 *Smoker^1.5,0.06090449144276031
CholCheck^0.0 *Stroke^1.5,0.10720093269347866
CholCheck^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
CholCheck^0.0 *PhysActivity^1.5,-0.11860061345170439
CholCheck^0.0 *Fruits^1.5,-0.04088511400964798
CholCheck^0.0 *Veggies^1.5,-0.057173495053097406
CholCheck^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
CholCheck^0.0 *AnyHealthcare^1.5,0.015492143143273709
CholCheck^0.0 *NoDocbcCost^1.5,0.032387668366217905
CholCheck^0.0 *GenHlth^1.5,0.2965317912318715
CholCheck^0.0 *MentHlth^1.5,0.07047829849098396
CholCheck^0.0 *PhysHlth^1.5,0.16348898178613722
CholCheck^0.0 *DiffWalk^1.5,0.21861801502200567
CholCheck^0.0 *Sex^1.5,0.030865951891439092
CholCheck^0.0 *Age^1.5,0.1727484328169949
CholCheck^0.0 *Education^1.5,-0.12362442685728015
CholCheck^0.0 *Income^1.5,-0.1651683596320905
BMI^0.0 *Smoker^1.5,0.06090449144276031
BMI^0.0 *Stroke^1.5,0.10720093269347866
BMI^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
BMI^0.0 *PhysActivity^1.5,-0.11860061345170439
BMI^0.0 *Fruits^1.5,-0.04088511400964798
BMI^0.0 *Veggies^1.5,-0.057173495053097406
BMI^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
BMI^0.0 *AnyHealthcare^1.5,0.015492143143273709
BMI^0.0 *NoDocbcCost^1.5,0.032387668366217905
BMI^0.0 *GenHlth^1.5,0.2965317912318715
BMI^0.0 *MentHlth^1.5,0.07047829849098396
BMI^0.0 *PhysHlth^1.5,0.16348898178613722
BMI^0.0 *DiffWalk^1.5,0.21861801502200567
BMI^0.0 *Sex^1.5,0.030865951891439092
BMI^0.0 *Age^1.5,0.1727484328169949
BMI^0.0 *Education^1.5,-0.12362442685728015
BMI^0.0 *Income^1.5,-0.1651683596320905
Smoker^0.0 *Stroke^1.5,0.10720093269347866
Smoker^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
Smoker^0.0 *PhysActivity^1.5,-0.11860061345170439
Smoker^0.0 *Fruits^1.5,-0.04088511400964798
Smoker^0.0 *Veggies^1.5,-0.057173495053097406
Smoker^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
Smoker^0.0 *AnyHealthcare^1.5,0.015492143143273709
Smoker^0.0 *NoDocbcCost^1.5,0.032387668366217905
Smoker^0.0 *GenHlth^1.5,0.2965317912318715
Smoker^0.0 *MentHlth^1.5,0.07047829849098396
Smoker^0.0 *PhysHlth^1.5,0.16348898178613722
Smoker^0.0 *DiffWalk^1.5,0.21861801502200567
Smoker^0.0 *Sex^1.5,0.030865951891439092
Smoker^0.0 *Age^1.5,0.1727484328169949
Smoker^0.0 *Education^1.5,-0.12362442685728015
Smoker^0.0 *Income^1.5,-0.1651683596320905
Stroke^0.0 *HeartDiseaseorAttack^1.5,0.17753587741231272
Stroke^0.0 *PhysActivity^1.5,-0.11860061345170439
Stroke^0.0 *Fruits^1.5,-0.04088511400964798
Stroke^0.0 *Veggies^1.5,-0.057173495053097406
Stroke^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
Stroke^0.0 *AnyHealthcare^1.5,0.015492143143273709
Stroke^0.0 *NoDocbcCost^1.5,0.032387668366217905
Stroke^0.0 *GenHlth^1.5,0.2965317912318715
Stroke^0.0 *MentHlth^1.5,0.07047829849098396
Stroke^0.0 *PhysHlth^1.5,0.16348898178613722
Stroke^0.0 *DiffWalk^1.5,0.21861801502200567
Stroke^0.0 *Sex^1.5,0.030865951891439092
Stroke^0.0 *Age^1.5,0.1727484328169949
Stroke^0.0 *Education^1.5,-0.12362442685728015
Stroke^0.0 *Income^1.5,-0.1651683596320905
HeartDiseaseorAttack^0.0 *PhysActivity^1.5,-0.11860061345170439
HeartDiseaseorAttack^0.0 *Fruits^1.5,-0.04088511400964798
HeartDiseaseorAttack^0.0 *Veggies^1.5,-0.057173495053097406
HeartDiseaseorAttack^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
HeartDiseaseorAttack^0.0 *AnyHealthcare^1.5,0.015492143143273709
HeartDiseaseorAttack^0.0 *NoDocbcCost^1.5,0.032387668366217905
HeartDiseaseorAttack^0.0 *GenHlth^1.5,0.2965317912318715
HeartDiseaseorAttack^0.0 *MentHlth^1.5,0.07047829849098396
HeartDiseaseorAttack^0.0 *PhysHlth^1.5,0.16348898178613722
HeartDiseaseorAttack^0.0 *DiffWalk^1.5,0.21861801502200567
HeartDiseaseorAttack^0.0 *Sex^1.5,0.030865951891439092
HeartDiseaseorAttack^0.0 *Age^1.5,0.1727484328169949
HeartDiseaseorAttack^0.0 *Education^1.5,-0.12362442685728015
HeartDiseaseorAttack^0.0 *Income^1.5,-0.1651683596320905
PhysActivity^0.0 *Fruits^1.5,-0.04088511400964798
PhysActivity^0.0 *Veggies^1.5,-0.057173495053097406
PhysActivity^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
PhysActivity^0.0 *AnyHealthcare^1.5,0.015492143143273709
PhysActivity^0.0 *NoDocbcCost^1.5,0.032387668366217905
PhysActivity^0.0 *GenHlth^1.5,0.2965317912318715
PhysActivity^0.0 *MentHlth^1.5,0.07047829849098396
PhysActivity^0.0 *PhysHlth^1.5,0.16348898178613722
PhysActivity^0.0 *DiffWalk^1.5,0.21861801502200567
PhysActivity^0.0 *Sex^1.5,0.030865951891439092
PhysActivity^0.0 *Age^1.5,0.1727484328169949
PhysActivity^0.0 *Education^1.5,-0.12362442685728015
PhysActivity^0.0 *Income^1.5,-0.1651683596320905
Fruits^0.0 *Veggies^1.5,-0.057173495053097406
Fruits^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
Fruits^0.0 *AnyHealthcare^1.5,0.015492143143273709
Fruits^0.0 *NoDocbcCost^1.5,0.032387668366217905
Fruits^0.0 *GenHlth^1.5,0.2965317912318715
Fruits^0.0 *MentHlth^1.5,0.07047829849098396
Fruits^0.0 *PhysHlth^1.5,0.16348898178613722
Fruits^0.0 *DiffWalk^1.5,0.21861801502200567
Fruits^0.0 *Sex^1.5,0.030865951891439092
Fruits^0.0 *Age^1.5,0.1727484328169949
Fruits^0.0 *Education^1.5,-0.12362442685728015
Fruits^0.0 *Income^1.5,-0.1651683596320905
Veggies^0.0 *HvyAlcoholConsump^1.5,-0.05665587109677613
Veggies^0.0 *AnyHealthcare^1.5,0.015492143143273709
Veggies^0.0 *NoDocbcCost^1.5,0.032387668366217905
Veggies^0.0 *GenHlth^1.5,0.2965317912318715
Veggies^0.0 *MentHlth^1.5,0.07047829849098396
Veggies^0.0 *PhysHlth^1.5,0.16348898178613722
Veggies^0.0 *DiffWalk^1.5,0.21861801502200567
Veggies^0.0 *Sex^1.5,0.030865951891439092
Veggies^0.0 *Age^1.5,0.1727484328169949
Veggies^0.0 *Education^1.5,-0.12362442685728015
Veggies^0.0 *Income^1.5,-0.1651683596320905
HvyAlcoholConsump^0.0 *AnyHealthcare^1.5,0.015492143143273709
HvyAlcoholConsump^0.0 *NoDocbcCost^1.5,0.032387668366217905
HvyAlcoholConsump^0.0 *GenHlth^1.5,0.2965317912318715
HvyAlcoholConsump^0.0 *MentHlth^1.5,0.07047829849098396
HvyAlcoholConsump^0.0 *PhysHlth^1.5,0.16348898178613722
HvyAlcoholConsump^0.0 *DiffWalk^1.5,0.21861801502200567
HvyAlcoholConsump^0.0 *Sex^1.5,0.030865951891439092
HvyAlcoholConsump^0.0 *Age^1.5,0.1727484328169949
HvyAlcoholConsump^0.0 *Education^1.5,-0.12362442685728015
HvyAlcoholConsump^0.0 *Income^1.5,-0.1651683596320905
AnyHealthcare^0.0 *NoDocbcCost^1.5,0.032387668366217905
AnyHealthcare^0.0 *GenHlth^1.5,0.2965317912318715
AnyHealthcare^0.0 *MentHlth^1.5,0.07047829849098396
AnyHealthcare^0.0 *PhysHlth^1.5,0.16348898178613722
AnyHealthcare^0.0 *DiffWalk^1.5,0.21861801502200567
AnyHealthcare^0.0 *Sex^1.5,0.030865951891439092
AnyHealthcare^0.0 *Age^1.5,0.1727484328169949
AnyHealthcare^0.0 *Education^1.5,-0.12362442685728015
AnyHealthcare^0.0 *Income^1.5,-0.1651683596320905
NoDocbcCost^0.0 *GenHlth^1.5,0.2965317912318715
NoDocbcCost^0.0 *MentHlth^1.5,0.07047829849098396
NoDocbcCost^0.0 *PhysHlth^1.5,0.16348898178613722
NoDocbcCost^0.0 *DiffWalk^1.5,0.21861801502200567
NoDocbcCost^0.0 *Sex^1.5,0.030865951891439092
NoDocbcCost^0.0 *Age^1.5,0.1727484328169949
NoDocbcCost^0.0 *Education^1.5,-0.12362442685728015
NoDocbcCost^0.0 *Income^1.5,-0.1651683596320905
GenHlth^0.0 *MentHlth^1.5,0.07047829849098396
GenHlth^0.0 *PhysHlth^1.5,0.16348898178613722
GenHlth^0.0 *DiffWalk^1.5,0.21861801502200567
GenHlth^0.0 *Sex^1.5,0.030865951891439092
GenHlth^0.0 *Age^1.5,0.1727484328169949
GenHlth^0.0 *Education^1.5,-0.12362442685728015
GenHlth^0.0 *Income^1.5,-0.1651683596320905
MentHlth^0.0 *PhysHlth^1.5,0.16348898178613722
MentHlth^0.0 *DiffWalk^1.5,0.21861801502200567
MentHlth^0.0 *Sex^1.5,0.030865951891439092
MentHlth^0.0 *Age^1.5,0.1727484328169949
MentHlth^0.0 *Education^1.5,-0.12362442685728015
MentHlth^0.0 *Income^1.5,-0.1651683596320905
PhysHlth^0.0 *DiffWalk^1.5,0.21861801502200567
PhysHlth^0.0 *Sex^1.5,0.030865951891439092
PhysHlth^0.0 *Age^1.5,0.1727484328169949
PhysHlth^0.0 *Education^1.5,-0.12362442685728015
PhysHlth^0.0 *Income^1.5,-0.1651683596320905
DiffWalk^0.0 *Sex^1.5,0.030865951891439092
DiffWalk^0.0 *Age^1.5,0.1727484328169949
DiffWalk^0.0 *Education^1.5,-0.12362442685728015
DiffWalk^0.0 *Income^1.5,-0.1651683596320905
Sex^0.0 *Age^1.5,0.1727484328169949
Sex^0.0 *Education^1.5,-0.12362442685728015
Sex^0.0 *Income^1.5,-0.1651683596320905
Age^0.0 *Education^1.5,-0.12362442685728015
Age^0.0 *Income^1.5,-0.1651683596320905
Education^0.0 *Income^1.5,-0.1651683596320905
HighBP^0.0 *HighChol^2.0,0.20092264570911875
HighBP^0.0 *CholCheck^2.0,0.0657114115432358
HighBP^0.0 *BMI^2.0,0.18759883918568512
HighBP^0.0 *Smoker^2.0,0.06090449144276031
HighBP^0.0 *Stroke^2.0,0.10720093269347866
HighBP^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
HighBP^0.0 *PhysActivity^2.0,-0.11860061345170439
HighBP^0.0 *Fruits^2.0,-0.04088511400964798
HighBP^0.0 *Veggies^2.0,-0.057173495053097406
HighBP^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
HighBP^0.0 *AnyHealthcare^2.0,0.015492143143273709
HighBP^0.0 *NoDocbcCost^2.0,0.032387668366217905
HighBP^0.0 *GenHlth^2.0,0.29493480201533
HighBP^0.0 *MentHlth^2.0,0.0690645533723388
HighBP^0.0 *PhysHlth^2.0,0.15694576683989014
HighBP^0.0 *DiffWalk^2.0,0.21861801502200567
HighBP^0.0 *Sex^2.0,0.030865951891439092
HighBP^0.0 *Age^2.0,0.16660829434658259
HighBP^0.0 *Education^2.0,-0.12273284461985809
HighBP^0.0 *Income^2.0,-0.16488564870492342
HighChol^0.0 *CholCheck^2.0,0.0657114115432358
HighChol^0.0 *BMI^2.0,0.18759883918568512
HighChol^0.0 *Smoker^2.0,0.06090449144276031
HighChol^0.0 *Stroke^2.0,0.10720093269347866
HighChol^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
HighChol^0.0 *PhysActivity^2.0,-0.11860061345170439
HighChol^0.0 *Fruits^2.0,-0.04088511400964798
HighChol^0.0 *Veggies^2.0,-0.057173495053097406
HighChol^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
HighChol^0.0 *AnyHealthcare^2.0,0.015492143143273709
HighChol^0.0 *NoDocbcCost^2.0,0.032387668366217905
HighChol^0.0 *GenHlth^2.0,0.29493480201533
HighChol^0.0 *MentHlth^2.0,0.0690645533723388
HighChol^0.0 *PhysHlth^2.0,0.15694576683989014
HighChol^0.0 *DiffWalk^2.0,0.21861801502200567
HighChol^0.0 *Sex^2.0,0.030865951891439092
HighChol^0.0 *Age^2.0,0.16660829434658259
HighChol^0.0 *Education^2.0,-0.12273284461985809
HighChol^0.0 *Income^2.0,-0.16488564870492342
CholCheck^0.0 *BMI^2.0,0.18759883918568512
CholCheck^0.0 *Smoker^2.0,0.06090449144276031
CholCheck^0.0 *Stroke^2.0,0.10720093269347866
CholCheck^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
CholCheck^0.0 *PhysActivity^2.0,-0.11860061345170439
CholCheck^0.0 *Fruits^2.0,-0.04088511400964798
CholCheck^0.0 *Veggies^2.0,-0.057173495053097406
CholCheck^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
CholCheck^0.0 *AnyHealthcare^2.0,0.015492143143273709
CholCheck^0.0 *NoDocbcCost^2.0,0.032387668366217905
CholCheck^0.0 *GenHlth^2.0,0.29493480201533
CholCheck^0.0 *MentHlth^2.0,0.0690645533723388
CholCheck^0.0 *PhysHlth^2.0,0.15694576683989014
CholCheck^0.0 *DiffWalk^2.0,0.21861801502200567
CholCheck^0.0 *Sex^2.0,0.030865951891439092
CholCheck^0.0 *Age^2.0,0.16660829434658259
CholCheck^0.0 *Education^2.0,-0.12273284461985809
CholCheck^0.0 *Income^2.0,-0.16488564870492342
BMI^0.0 *Smoker^2.0,0.06090449144276031
BMI^0.0 *Stroke^2.0,0.10720093269347866
BMI^0.0 *HeartDiseaseorAttack^2.0,0.17753587741231272
BMI^0.0 *PhysActivity^2.0,-0.11860061345170439
BMI^0.0 *Fruits^2.0,-0.04088511400964798
BMI^0.0 *Veggies^2.0,-0.057173495053097406
BMI^0.0 *HvyAlcoholConsump^2.0,-0.05665587109677613
BMI^0.0 *AnyHealthcare^2.0,0.015492143143273709
BMI^0.0 *NoDocbcCost^2.0,0.032387668366217905
BMI^0.0 *GenHlth^2.0,0.29493480201533
BMI^0.0 *MentHlth^2.0,0.0690645533723388
BMI^0.0 *PhysHlth^2.0,0.15694576683989014
BMI^0.0 *DiffWalk^2.0,0.21861801502200567
